SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1607733831.892352, 1.508497, -0.116568, -9.917681, 0.109382, 0.115687, -0.318380, 171.962418, -27.853760, -851.302063
1607733831.985249, 1.769465, -0.217573, -10.013150, 0.227988, 0.213399, 0.130008, 166.525314, -26.977432, -852.376770
1607733832.078224, 2.132934, -0.154426, -9.762507, 0.106713, 0.144268, 0.627515, 162.832184, -27.159332, -853.458130
1607733832.173265, 2.374898, -0.398934, -9.629180, 0.240103, -0.218105, 1.830728, 162.800842, -27.508347, -854.617920
1607733832.267297, 1.631648, -0.443675, -10.078242, 0.445036, -0.010635, 3.153945, 167.055786, -27.744629, -855.431213
1607733832.3597279, 0.838270, -1.173907, -9.581445, 0.708152, 0.525997, 3.047894, 172.133789, -30.267212, -857.412109
1607733832.4540992, 0.762703, -2.359785, -12.680889, 0.262765, 1.002166, 2.043303, 183.069702, -38.383347, -856.914062
1607733832.54817, -0.693121, -2.948010, -10.074801, 0.984924, 0.539901, 1.162750, 188.071014, -45.224564, -855.077454
1607733832.642806, 0.202759, -3.265841, -9.128642, -0.309044, 1.116851, -0.197653, 191.809464, -51.190582, -852.974731
1607733832.7363548, 0.246603, -4.424335, -8.343643, 0.166337, -0.926706, 0.023244, 194.293289, -55.552200, -850.571777
1607733832.8353791, -0.991948, -3.784934, -9.180117, -0.391992, -1.114296, 0.409531, 194.352295, -54.913116, -851.105774
1607733832.930542, 0.538995, -3.317615, -9.321675, -0.249910, 0.295847, 0.248701, 190.969391, -54.024292, -852.774414
1607733833.024945, -0.729483, -5.317073, -9.674370, -1.448510, 0.031228, -0.127976, 189.048462, -52.916214, -853.349487
1607733833.1196609, 0.022146, -2.593369, -11.102063, -0.612342, 0.912012, 0.269943, 190.956009, -48.960236, -850.781128
1607733833.214939, -0.405219, -1.981052, -9.937433, 0.123809, -0.085363, 0.315611, 191.018967, -48.651337, -850.821350
1607733833.363679, 0.102202, -2.571821, -9.081357, 0.285893, 0.049032, 0.194201, 191.394714, -49.746857, -850.148315
1607733833.46102, -0.048483, -2.153734, -8.995165, 0.093725, -0.132377, 0.216375, 192.409683, -49.732330, -850.174011
1607733833.561382, 0.731429, -2.388216, -9.185355, , , , 192.322937, -50.366486, -849.054199
1607733833.664773, , , , , , , , ,
