time,X_value,Y_value,Z_value
Started:,12월 10 2020,11:20:30:490, 
414.2038,-27.38479,33.99261,-249.28716
414.2593,-26.99905,34.95617,-249.75620
414.3097,-28.54597,34.97691,-250.40588
414.3617,-29.81002,34.01579,-250.75188
414.4113,-29.76511,33.39906,-250.71680
414.4632,-29.46779,32.05487,-250.69717
414.5153,-30.08002,29.44942,-250.95006
414.5718,-30.51486,28.37687,-251.70206
414.6258,-31.07516,29.32117,-252.00688
414.6714,-31.18883,29.93683,-252.89093
414.7239,-31.10923,30.39855,-254.38950
414.7798,-31.93654,28.66389,-255.96866
414.8311,-31.27254,26.89766,-257.06012
414.8799,-29.61173,26.89512,-257.06012
414.9312,-28.61137,27.10544,-255.95227
414.9842,-27.17440,27.26391,-253.90535
415.0352,-27.28135,27.09888,-253.00581
415.0873,-27.95940,28.57012,-252.05775
415.1392,-28.79321,29.33400,-251.05295
415.1916,-28.32463,30.38254,-250.71655
415.2435,-28.44414,31.58675,-250.68909
415.2951,-28.58722,32.57996,-250.70709
415.3472,-29.74396,31.52288,-250.62843
415.4001,-30.12957,31.04342,-250.39345
415.4525,-29.24597,30.60218,-250.36148
415.5082,-29.83792,29.26163,-251.14026
415.5552,-29.87407,28.00109,-251.69138
415.6075,-29.20967,27.98235,-252.05125
415.6624,-30.38143,28.84888,-252.99649
415.7125,-30.07692,29.23413,-253.87042
415.7669,-30.29398,28.65047,-255.55022
415.8152,-30.49319,28.29819,-257.20355
415.8676,-29.16892,27.43745,-258.04758
415.9195,-27.96827,27.60768,-257.64963
415.9723,-28.19427,27.16446,-256.56610
416.0244,-27.65854,25.39195,-255.78081
416.0787,-27.56717,26.31997,-255.85048
416.1285,-29.48050,27.13528,-255.87500
416.1794,-29.25896,27.33352,-255.36378
416.2334,-28.48292,28.05347,-254.83168
416.2844,-29.50681,28.33721,-254.83490
416.3388,-30.31367,28.43478,-254.35425
416.3883,-31.70236,27.28374,-254.53027
416.4404,-31.86226,26.86692,-254.06392
416.4961,-31.70326,26.06868,-253.65419
416.5430,-32.13176,24.21148,-254.11467
416.5974,-32.22676,24.34117,-254.73546
416.6470,-32.69145,24.95671,-254.95178
416.7050,-32.42305,25.75126,-255.89009
416.7552,-32.63066,26.73824,-257.50616
416.8056,-32.52118,25.51077,-258.07886
416.8547,-32.09921,24.07309,-258.66385
416.9104,-30.64332,24.25963,-258.64099
416.9605,-30.49886,24.14013,-258.24310
417.0119,-29.30505,23.72087,-256.67615
417.0635,-29.45111,23.26887,-256.87915
417.1158,-30.15742,24.92160,-256.49878
417.1672,-30.71573,25.19832,-255.94612
417.2209,-29.99205,26.05165,-255.99104
417.2821,-29.88586,27.32325,-255.85616
417.3240,-30.32493,28.14621,-255.52757
417.3768,-31.78942,27.85892,-255.08784
417.4322,-32.44241,27.82587,-254.81425
417.4792,-31.85871,27.26541,-254.48102
417.5311,-33.01908,25.66362,-255.13319
417.5828,-33.16509,24.15380,-255.91380
417.6364,-32.55904,24.64396,-255.91255
417.6878,-32.70609,24.97763,-255.40361
417.7401,-32.12349,25.75418,-255.30652
417.7911,-32.66281,25.72671,-255.03232
417.8435,-32.85479,25.10801,-255.68936
417.9095,-31.24067,23.47696,-256.62006
417.9476,-29.33118,24.18354,-255.70599
418.0006,-28.48833,23.77617,-254.00780
418.0578,-27.67673,23.37506,-252.10237
418.1035,-28.18649,25.15372,-251.53235
418.1560,-28.82904,26.50891,-250.73297
418.2049,-28.81775,26.96076,-249.70639
418.2572,-28.57784,27.96254,-248.68768
418.3105,-28.82944,28.85906,-247.79379
418.3645,-29.00113,29.36002,-246.70699
418.4135,-30.53976,27.56873,-245.75191
418.4682,-29.91170,26.91128,-244.72958
418.5187,-29.34029,26.88021,-244.41794
418.5689,-29.20909,25.99521,-244.55304
418.6205,-28.92971,27.06229,-245.07675
418.6734,-29.97358,27.70625,-246.08067
418.7265,-29.33832,28.71184,-247.26852
418.7805,-28.67163,29.83348,-248.59474
418.8296,-28.84888,29.51403,-249.98564
418.8809,-28.90342,28.20429,-250.80750
418.9343,-28.36753,27.39863,-251.09940
418.9855,-27.77424,27.11441,-250.37440
419.0365,-26.40049,26.19370,-248.71080
419.0891,-25.71266,25.66245,-247.59125
419.1414,-26.73165,26.84513,-247.04504
419.1929,-27.91202,27.95027,-246.74937
419.2459,-28.30746,28.84638,-246.93413
419.2968,-28.78153,30.29749,-247.40511
419.3489,-29.63089,31.23909,-247.55006
419.4022,-29.86151,31.58810,-247.46507
419.4531,-30.46574,31.04760,-247.58566
419.5047,-30.73553,29.90326,-247.87270
419.5569,-32.08422,27.43135,-248.19826
419.6126,-33.34557,25.55566,-248.64949
419.6664,-33.78865,24.85342,-248.95544
419.7138,-33.15576,25.69180,-249.02466
419.7654,-32.74123,26.68771,-250.04208
419.8195,-33.08692,26.69771,-251.22015
419.8763,-33.63369,25.27286,-252.50491
419.9218,-33.29905,24.33510,-253.70311
419.9744,-32.04847,24.57355,-253.88461
420.0246,-31.76252,24.16670,-253.36688
420.0789,-31.30861,24.02000,-252.63586
420.1312,-32.51524,23.96722,-254.06850
420.1807,-33.20177,24.38976,-254.39685
420.2368,-32.83596,24.12991,-254.66852
420.2869,-33.20197,24.94055,-255.47203
420.3380,-34.11521,24.90904,-256.32401
420.3890,-35.56353,25.63251,-257.15033
420.4404,-36.40331,24.02780,-257.91837
420.4984,-36.73475,23.94689,-258.53659
420.5479,-37.67016,22.44449,-259.10165
420.5969,-38.46155,19.91399,-259.50223
420.6483,-37.51261,18.06685,-259.17334
420.7011,-37.01690,18.75346,-258.86002
420.7531,-36.38585,22.12359,-259.94836
420.8054,-36.56094,22.71389,-261.07175
420.8564,-37.37925,22.15241,-261.59079
420.9086,-37.33873,21.93244,-262.04877
420.9619,-36.55129,21.29832,-261.63339
421.0190,-35.90686,19.57491,-260.42740
421.0646,-35.35260,20.60808,-259.51602
421.1192,-34.08675,21.25165,-257.78223
421.1730,-35.25746,22.52792,-256.34595
421.2209,-35.20477,23.16573,-254.61740
421.2741,-33.35843,24.17065,-252.95702
421.3260,-32.75679,25.62422,-252.03920
421.3818,-33.16290,26.82549,-251.03059
421.4363,-33.17408,27.27619,-249.93225
421.4824,-33.25354,27.62253,-249.81630
421.5330,-33.66390,27.29846,-250.38872
421.5917,-33.48569,26.64534,-251.66862
421.6372,-32.73846,25.25104,-253.98254
421.6885,-31.99660,23.59233,-255.62721
421.7404,-32.33282,23.31758,-257.59421
421.7957,-33.77973,24.24161,-260.03198
421.8474,-34.93713,23.46845,-262.19800
421.9008,-35.46098,21.18383,-264.21338
421.9488,-34.96452,19.76900,-265.29538
422.0009,-34.26379,19.02971,-265.74713
422.0545,-33.84806,18.76903,-265.24094
422.1049,-33.54583,17.98172,-265.04199
422.1563,-34.13075,19.46248,-265.10757
422.2083,-35.04737,20.59984,-264.39639
422.2628,-34.85482,20.60881,-262.55972
422.3146,-35.46946,21.43562,-261.34637
422.3663,-35.94294,23.12735,-260.19135
422.4214,-36.04945,23.99323,-259.52725
422.4698,-36.72421,24.21693,-259.32260
422.5292,-37.02449,23.98041,-258.74921
422.5734,-37.21225,22.57711,-258.05450
422.6245,-35.70087,23.33817,-257.34552
422.6764,-36.58133,24.22840,-256.92194
422.7375,-36.85122,25.44872,-256.63107
422.7841,-37.31438,25.96941,-257.32202
422.8351,-37.51186,25.39864,-258.34332
422.8848,-38.04375,24.47962,-258.91074
422.9372,-38.74839,24.48949,-259.15744
422.9897,-38.65133,24.96539,-259.26175
423.0403,-37.99372,24.22748,-258.30829
423.0927,-37.10570,23.59004,-256.89554
423.1452,-37.26389,24.25432,-255.46344
423.2019,-37.04452,25.13229,-253.08752
423.2482,-36.19701,25.69964,-250.93263
423.3002,-35.94815,26.39927,-249.11224
423.3550,-36.16764,27.66234,-247.52524
423.4137,-36.44109,28.80128,-246.51984
423.4578,-37.10347,29.45011,-246.26411
423.5084,-37.96297,29.58017,-245.96634
423.5629,-38.80523,28.37909,-245.50681
423.6136,-38.62146,26.34421,-245.82982
423.6692,-37.60832,25.16531,-245.03899
423.7164,-37.36517,25.62830,-243.82133
423.7723,-36.84880,27.61326,-243.47696
423.8242,-36.81643,29.17297,-242.90535
423.8728,-36.84904,30.03477,-242.34708
423.9243,-36.70634,30.61581,-241.34198
423.9766,-36.04978,31.16568,-240.41315
424.0308,-35.78586,31.37199,-238.81522
424.0892,-33.26579,30.70722,-236.98241
424.1337,-32.84335,30.27245,-235.30669
424.1845,-34.15099,30.67869,-233.72453
424.2370,-34.03110,32.54224,-231.09380
424.2883,-33.41682,34.08848,-228.90401
424.3418,-33.23840,36.70614,-226.49875
424.3948,-33.25069,38.84155,-224.56354
424.4454,-33.61872,39.63349,-223.05302
424.5023,-34.46421,40.17235,-222.35312
424.5531,-34.91891,39.68231,-222.09361
424.6003,-34.14903,38.83525,-221.67989
424.6554,-33.21997,38.99528,-221.61476
424.7043,-32.63699,39.31736,-220.87961
424.7585,-31.39451,39.82239,-219.12637
424.8091,-30.28123,42.06168,-217.10527
424.8607,-29.89987,43.14030,-215.50914
424.9138,-29.82029,43.73705,-214.34622
424.9740,-29.42032,43.79874,-213.84642
425.0171,-28.41379,43.65992,-213.14372
425.0684,-26.03833,42.76347,-211.67535
425.1264,-23.25096,41.59898,-209.59859
425.1762,-22.80504,42.09113,-207.88081
425.2259,-23.17237,42.00592,-206.19582
425.2763,-21.87296,43.02275,-203.53232
425.3281,-20.88737,43.81099,-201.27870
425.3804,-19.85541,45.65076,-198.76482
425.4374,-20.13974,46.53635,-197.62180
425.4842,-20.01068,46.30109,-197.03134
425.5386,-20.40989,46.37830,-196.51053
425.5882,-20.90846,44.41151,-196.78482
425.6428,-19.31743,41.29956,-196.52402
425.6925,-17.23889,40.67770,-195.01370
425.7440,-16.94841,41.39867,-192.90030
425.7965,-13.56999,44.15603,-188.94426
425.8534,-11.93278,45.01433,-186.98343
425.8999,-11.72146,44.77999,-186.27446
425.9554,-10.97642,44.80750,-185.55389
426.0039,-10.15045,44.72498,-184.50644
426.0596,-8.90016,44.39330,-183.04716
426.1084,-6.59637,43.55692,-181.65396
426.1600,-6.27979,43.18806,-180.73000
426.2157,-6.04722,43.41899,-178.71057
426.2670,-4.41204,44.16032,-176.68022
426.3225,-2.86057,44.85648,-174.71703
426.3680,-1.94630,47.06702,-172.00655
426.4203,-0.41609,49.90492,-169.38670
426.4739,-0.18306,52.23626,-168.24701
426.5244,-0.07801,54.49794,-167.58333
426.5764,0.37883,55.24580,-166.93626
426.6282,0.58783,54.27811,-167.36180
426.6845,-0.74838,52.39185,-168.73706
426.7332,0.35231,51.32950,-167.14105
426.7838,3.26850,51.34373,-164.67844
426.8369,3.74541,51.90326,-163.00024
426.8893,3.24726,52.32037,-162.20462
426.9420,3.66763,51.69348,-161.50105
426.9925,4.32442,51.57625,-160.54247
427.0445,6.38038,50.20054,-159.17392
427.0960,10.35655,49.30302,-156.84018
427.1476,10.25202,47.70520,-156.94891
427.2008,10.14544,46.86350,-155.96078
427.2519,10.81902,46.14435,-154.04272
427.3044,12.03405,45.39544,-151.81592
427.3557,12.57139,45.30169,-150.66504
427.4080,13.05435,45.10763,-149.31442
427.4596,12.55643,44.89592,-150.03802
427.5126,12.22721,45.17435,-149.96558
427.5636,12.38101,45.53567,-150.36746
427.6190,10.59095,44.20436,-153.16719
427.6680,9.60644,43.78903,-154.88306
427.7201,8.67450,43.48174,-155.00806
427.7724,9.58130,44.11704,-154.73100
427.8259,9.86591,43.75312,-154.80132
427.8757,9.81015,43.13656,-155.07397
427.9279,11.66699,43.76612,-153.63164
427.9799,13.09367,43.66589,-152.17610
428.0325,14.45406,43.07532,-150.41956
428.0899,15.95631,41.37482,-149.39809
428.1373,15.88248,40.72659,-149.83682
428.1885,14.99448,40.97004,-148.97200
428.2398,14.58504,39.43656,-148.42644
428.2976,15.72167,39.14233,-146.67299
428.3439,15.75241,39.86467,-144.64041
428.3954,15.45065,40.42363,-143.72182
428.4492,15.34121,40.25611,-143.86838
428.5068,15.83791,40.49552,-143.01601
428.5518,16.15689,41.28594,-142.45441
428.6062,16.27485,40.77161,-143.30013
428.6562,14.10706,39.74965,-146.25896
428.7132,13.89318,39.49705,-147.28056
428.7596,13.13815,39.12328,-148.87830
428.8122,13.55115,40.70865,-149.19876
428.8636,12.71107,40.25868,-150.21504
428.9154,13.72379,40.54332,-150.80251
428.9722,14.79208,41.20200,-149.81715
429.0198,15.35218,41.00319,-148.60617
429.0726,17.42449,38.52583,-147.54526
429.1235,17.50539,36.84420,-149.12842
429.1770,18.36313,37.80866,-147.85439
429.2277,18.79744,37.19876,-146.09973
429.2801,19.05904,36.98723,-144.61122
429.3323,19.06923,37.06585,-143.69626
429.3838,18.67508,37.25609,-143.18610
429.4354,17.14733,37.28931,-144.76164
429.4900,15.44528,37.42974,-145.88399
429.5412,16.75711,37.84861,-145.84839
429.5946,15.32641,36.69517,-149.13297
429.6464,14.01702,34.52003,-152.40828
429.6961,14.51037,35.16758,-151.85890
429.7476,14.10009,36.82889,-151.41116
429.7997,14.29523,39.11447,-151.20796
429.8538,14.49878,39.64655,-152.02562
429.9036,15.06268,39.12608,-153.08847
429.9565,15.74747,39.26847,-152.70287
430.0078,16.72927,39.76400,-151.46330
430.0611,18.55590,38.94654,-149.17264
430.1143,19.96321,38.51068,-149.23505
430.1638,18.46827,39.32595,-149.46544
430.2180,19.03230,38.65014,-149.31738
430.2674,20.12867,37.12536,-147.77911
430.3196,20.42573,36.41978,-145.70467
430.3722,20.32429,36.84721,-145.30505
430.4238,19.14543,36.21426,-145.75511
430.4772,19.08234,35.97523,-145.47203
430.5277,18.82511,36.75096,-145.72693
430.5798,17.92303,37.31606,-147.25241
430.6327,16.85126,38.10949,-149.53363
430.6867,16.59409,38.33884,-150.02600
430.7356,16.71160,39.29400,-149.80156
430.7881,16.69601,40.78702,-150.29408
430.8411,15.58322,40.76461,-152.06268
430.8929,16.09700,40.02179,-152.21349
430.9437,15.96265,40.66542,-151.79013
430.9962,16.39448,41.67181,-151.75787
431.0483,17.47989,40.48201,-151.62083
431.1024,17.64570,39.07446,-152.46283
431.1634,18.11835,40.13729,-150.69817
431.2035,18.56774,40.55249,-148.19180
431.2596,18.71269,38.97808,-146.63594
431.3084,19.08831,37.57548,-145.96349
431.3626,18.64301,36.85665,-145.87842
431.4129,18.35705,35.88054,-144.75571
431.4653,17.57969,35.66782,-144.48738
431.5168,17.15252,36.11123,-144.21461
431.5674,16.97131,37.30440,-145.50395
431.6266,16.73606,36.32339,-147.45903
431.6725,16.51936,35.53060,-147.48599
431.7233,18.10423,36.79911,-145.10661
431.7758,18.35688,37.61526,-145.06659
431.8289,18.50049,37.95366,-145.31447
431.8794,18.75256,37.49656,-145.76530
431.9354,18.89458,37.27950,-145.03596
431.9873,19.10268,38.29725,-144.81129
432.0353,19.53107,37.84102,-145.13789
432.0916,20.31779,36.66130,-145.31656
432.1414,21.37734,36.46938,-146.99245
432.1942,22.16382,37.66521,-145.04047
432.2455,21.71093,37.22773,-143.66551
432.2953,21.57241,35.83389,-142.46233
432.3492,20.36987,36.08459,-142.85175
432.3993,19.13567,36.25654,-143.88243
432.4539,17.60967,35.53105,-145.23911
432.5032,15.95101,36.78351,-147.71754
432.5556,14.94783,38.39487,-149.54739
432.6075,14.72888,37.54587,-152.37354
432.6632,14.98851,35.61438,-153.26976
432.7140,16.79065,36.46135,-149.92963
432.7635,16.86873,37.14399,-147.91682
432.8184,16.84227,37.90411,-147.55220
432.8689,16.99960,38.07557,-147.68239
432.9194,17.51281,36.68901,-147.47249
432.9740,17.59341,35.74704,-147.24278
433.0249,18.23883,37.18201,-146.86015
433.0768,18.70201,37.50302,-147.02515
433.1281,20.51820,36.01590,-146.84235
433.1794,21.34536,37.27641,-146.04729
433.2315,22.42290,38.25472,-144.39034
433.2853,22.30251,36.56639,-144.70667
433.3472,22.66557,34.69728,-143.22437
433.3894,22.16306,35.68599,-143.94051
433.4395,20.43460,36.21298,-145.86789
433.4922,19.55200,37.60800,-147.22978
433.5435,19.07277,39.27938,-148.14397
433.5960,19.13718,41.28478,-150.22241
433.6470,16.60483,42.91686,-156.71468
433.7006,16.05444,46.99190,-160.68549
433.7520,10.22931,51.67812,-168.37099
433.8033,3.09143,55.62884,-178.21672
433.8555,-5.30656,58.35936,-188.40463
433.9091,-12.29214,59.56649,-196.52051
433.9598,-18.44111,58.87849,-203.95436
434.0206,-20.46916,59.96784,-206.76108
434.0632,-21.72048,60.40955,-207.45566
434.1156,-25.48733,61.11803,-210.81743
434.1672,-27.23021,60.90137,-211.92218
434.2206,-28.03672,61.00017,-211.49251
434.2725,-29.96905,61.88621,-212.22542
434.3232,-33.95953,62.46857,-214.50673
434.3774,-37.57962,63.45740,-216.64224
434.4289,-40.58310,64.57121,-217.34631
434.4844,-43.51730,63.53261,-218.93887
434.5323,-45.97471,62.99178,-220.59515
434.5858,-47.86382,62.17454,-221.13229
434.6351,-46.80593,63.46400,-220.70180
434.6875,-44.29896,64.73409,-217.38986
434.7390,-42.57215,65.67202,-214.80795
434.7921,-41.31763,67.57111,-211.99405
434.8441,-38.80141,69.48078,-208.34543
434.8973,-34.24297,72.24769,-202.52879
434.9480,-28.53304,73.66804,-196.32152
434.9994,-21.89815,72.94242,-189.99483
435.0513,-10.56194,73.09539,-179.95042
435.1035,-3.69801,71.56310,-173.66884
435.1568,3.19496,71.38531,-165.22769
435.2082,12.54523,69.90495,-154.13426
435.2593,21.03656,68.01996,-144.43364
435.3143,25.43009,65.85622,-139.47556
435.3672,27.55332,63.61805,-137.50797
435.4164,28.74151,61.99466,-136.26135
435.4669,29.49831,61.94425,-134.21770
435.5194,30.23110,61.82470,-133.34444
435.5714,29.00335,62.24963,-134.72211
435.6234,29.47711,62.61163,-133.57753
435.6765,32.22288,62.25214,-130.98433
435.7301,34.05158,62.15897,-129.88689
435.7836,35.52479,61.52156,-130.40346
435.8324,35.08928,59.35303,-131.47583
435.8860,36.12574,57.37134,-131.25124
435.9365,36.75876,55.62357,-130.72786
435.9927,37.79359,53.17652,-131.27147
436.0389,42.06771,50.97029,-129.10484
436.0928,43.81990,50.35524,-128.96881
436.1433,42.95148,49.07900,-127.21248
436.1974,46.43650,45.94569,-124.53098
436.2518,48.65516,42.60993,-121.94528
436.3018,48.20171,40.68532,-120.27899
436.3564,47.83165,38.96693,-120.28027
436.4028,46.17936,38.20086,-121.38191
436.4557,46.40480,38.72205,-120.94168
436.5067,46.52714,40.27662,-122.36604
436.5597,44.97879,42.64407,-125.45842
436.6134,45.42698,44.26302,-124.78955
436.6688,49.03297,45.18840,-122.12267
436.7152,49.67113,46.70793,-121.63965
436.7669,49.35283,47.45092,-122.49896
436.8187,49.17646,48.05509,-123.92631
436.8723,49.52225,48.39538,-124.34600
436.9237,49.41428,49.22260,-124.68262
436.9783,49.60888,47.45058,-124.61777
437.0278,51.21689,45.70764,-124.71760
437.0799,52.44821,47.47218,-122.93380
437.1347,53.04646,47.60786,-121.04951
437.1828,51.73683,45.99987,-121.63366
437.2374,52.81174,43.95661,-119.87834
437.2887,53.87906,42.11499,-117.49345
437.3474,53.31886,41.76709,-117.24979
437.3926,50.65213,42.18637,-119.14115
437.4447,48.66891,43.29123,-121.32376
437.4978,47.82244,44.82848,-122.63413
437.5514,46.02245,46.79860,-126.49569
437.5999,45.11618,48.66985,-128.31332
437.6513,46.47178,50.30622,-124.57140
437.7037,48.53440,50.79101,-121.45598
437.7546,49.04497,52.35062,-121.54967
437.8067,46.10957,52.87312,-125.55625
437.8592,43.80092,50.91595,-129.17743
437.9138,45.61758,50.82945,-127.72440
437.9638,47.24276,51.12907,-126.67090
438.0237,48.61642,50.23059,-126.57167
438.0677,49.49916,51.24686,-126.12645
438.1190,49.78340,51.77209,-124.19418
438.1747,50.17690,51.05084,-124.11375
438.2230,51.55841,49.27181,-122.95335
438.2751,51.98260,47.38303,-121.16602
438.3294,51.43924,46.58996,-120.66850
438.3792,48.68270,46.80562,-122.47812
438.4410,46.74738,46.99082,-123.95427
438.4839,46.77923,47.43317,-123.94411
438.5365,45.40844,49.38144,-127.17090
438.5883,44.90274,50.57396,-128.98891
438.6421,44.70410,52.11433,-127.86542
438.6912,45.49987,54.32593,-127.00819
438.7431,45.62386,56.05899,-127.55086
438.7998,44.14756,56.73478,-130.32584
438.8484,42.86775,56.17175,-132.49219
438.9037,43.16481,56.03226,-132.66283
438.9508,43.91770,55.27125,-132.21844
439.0036,45.65702,53.11719,-132.08717
439.0550,46.30687,53.10815,-130.99605
439.1071,47.15628,52.83080,-127.97144
439.1589,47.27521,51.77042,-127.78030
439.2138,47.58788,50.31178,-126.90827
439.2638,48.94079,48.96443,-124.66335
439.3203,48.20255,48.28449,-124.99918
439.3670,45.02367,47.53711,-127.14443
439.4196,43.84798,47.32978,-127.76379
439.4712,44.24316,48.48308,-127.54302
439.5244,42.72358,50.33063,-130.57947
439.5755,42.18414,52.62803,-131.00229
439.6273,43.78273,53.13861,-129.41640
439.6794,44.28576,53.76888,-128.26015
439.7339,45.60975,54.61175,-127.63446
439.7890,45.49612,54.70623,-128.90486
439.8349,44.04110,54.12333,-130.92628
439.8867,44.51244,54.17879,-130.53188
439.9385,45.06530,54.14600,-130.96950
439.9930,45.94452,52.46106,-132.02435
440.0429,45.67078,52.67225,-131.58270
440.0951,47.00653,52.14055,-129.47615
440.1490,46.84852,50.60273,-129.08583
440.2068,48.04776,48.48524,-127.57464
440.2497,48.30071,47.55650,-126.13163
440.3018,47.20797,47.45844,-126.31830
440.3522,45.13878,47.02397,-128.13576
440.4100,43.50140,47.34311,-129.06386
440.4565,43.88412,48.36666,-128.74397
440.5124,42.39796,49.79592,-132.19572
440.5601,40.73705,50.88521,-134.38142
440.6157,43.49170,51.91965,-131.86618
440.6702,43.94548,52.98748,-130.44003
440.7190,44.86124,53.65485,-130.32976
440.7690,43.88109,53.66747,-132.58775
440.8211,42.92437,52.43379,-134.06862
440.8749,43.20461,51.59650,-133.48578
440.9243,44.52825,52.24828,-132.72252
440.9761,45.49883,51.17109,-133.30721
441.0293,43.91391,51.53065,-135.04080
441.0901,46.58464,53.11150,-131.52216
441.1341,46.98386,52.56362,-130.43803
441.1878,47.31905,51.89173,-130.40643
441.2412,46.89229,50.83928,-130.25983
441.2940,45.66661,50.64680,-130.47841
441.3403,44.19178,50.06118,-131.42610
441.3921,41.27768,50.66523,-133.29787
441.4490,40.81620,51.44195,-133.16173
441.4996,39.63501,52.34157,-135.90579
441.5580,37.88094,53.00919,-137.85216
441.6003,40.08016,54.20259,-135.24602
441.6540,40.52555,56.25645,-133.42952
441.7157,41.07581,57.92352,-133.09389
441.7719,39.45679,58.49056,-136.21819
441.8083,38.28265,57.87206,-139.31494
441.8604,39.01720,56.36195,-140.71184
441.9207,39.74967,56.51716,-140.05162
441.9662,40.81705,54.90794,-140.11693
442.0173,41.02953,55.01868,-141.12436
442.0697,41.38839,56.14761,-138.47403
442.1207,42.43238,54.57764,-136.86148
442.1722,42.62651,52.87705,-135.70187
442.2241,43.02485,51.62893,-133.50299
442.2760,42.53217,50.86527,-133.03503
442.3281,41.26596,50.28993,-134.41661
442.3808,39.65150,49.96112,-135.59004
442.4449,39.47930,51.45302,-135.23721
442.4852,38.20559,52.41661,-138.77945
442.5383,37.02306,53.31299,-140.51256
442.5892,38.52377,54.30595,-138.59776
442.6466,39.31771,55.85237,-136.97252
442.6919,39.67992,56.95029,-136.78267
442.7447,38.42644,56.76756,-139.14346
442.7963,37.11192,55.98822,-141.53658
442.8484,37.83163,55.52430,-140.74878
442.9004,39.32457,56.20611,-139.15051
442.9580,40.65771,55.42943,-138.82773
443.0076,40.99594,55.80580,-139.82314
443.0701,43.08076,56.30754,-136.81784
443.1083,43.33191,54.57401,-135.99304
443.1604,42.85760,53.17925,-135.53146
443.2231,43.45488,52.12311,-133.57472
443.2643,42.45567,52.70805,-133.54701
443.3158,40.26029,52.94093,-135.27304
443.3681,37.95871,53.97512,-136.93835
443.4202,36.11850,55.10537,-139.10112
443.4763,34.52716,55.23109,-142.81374
443.5265,34.85041,55.13573,-142.28763
443.5766,37.07889,54.95665,-139.08432
443.6282,37.70530,56.02433,-137.28134
443.6804,38.74467,57.37984,-136.56245
443.7340,37.56322,56.76520,-139.49918
443.7846,36.88655,55.34125,-141.55391
443.8368,36.84360,54.85945,-141.73145
443.8913,37.63015,55.81239,-141.49815
443.9406,38.38280,54.30603,-141.81903
443.9951,39.11625,54.60216,-142.20334
444.0436,39.12724,55.24308,-140.34676
444.0958,39.10833,54.11249,-139.87881
444.1494,39.61814,53.37407,-139.67049
444.2000,41.02790,52.29961,-136.93709
444.2531,41.19122,52.77975,-135.01237
444.3046,38.38004,52.96933,-137.27583
444.3567,35.90927,53.54453,-139.11017
444.4099,35.35828,55.14853,-139.47453
444.4626,33.57135,56.55886,-142.83412
444.5123,32.00757,57.81444,-145.38506
444.5640,34.08118,58.37931,-143.60095
444.6190,34.21248,58.27919,-142.46732
444.6682,35.48421,58.71588,-141.53891
444.7208,34.52203,58.62963,-143.48676
444.7751,33.53387,57.60094,-145.75856
444.8275,34.00595,56.89120,-145.19748
444.8762,34.90729,57.52139,-144.37444
444.9278,36.01588,56.67479,-143.65881
444.9799,36.93101,55.88927,-144.40547
445.0319,37.17129,56.44934,-142.53958
445.0837,37.73226,55.05897,-140.75558
445.1358,39.16107,54.11552,-138.99960
445.1879,40.44074,53.49839,-136.09390
445.2409,41.72112,52.76179,-134.07620
445.2947,40.29403,52.14128,-135.09894
445.3442,35.88078,52.12475,-139.37856
445.3972,34.18146,52.32357,-141.94017
445.4480,32.77552,53.01801,-144.95636
445.5008,30.77838,54.14548,-147.56421
445.5523,32.96413,55.27442,-145.82817
445.6060,34.82703,56.79947,-143.31505
445.6570,36.63421,58.64932,-140.82816
445.7141,35.44600,58.96712,-143.27559
445.7596,31.93892,58.91785,-148.07719
445.8119,30.90016,57.99635,-149.93140
445.8637,32.14852,57.80858,-149.24001
445.9187,33.16663,57.35124,-148.39844
445.9678,35.39124,56.88539,-147.75748
446.0210,35.86449,58.31739,-146.21490
446.0718,35.79856,58.35155,-145.10263
446.1251,35.66811,58.18398,-145.10262
446.1783,37.56818,58.25226,-142.59212
446.2288,40.18065,57.91689,-139.30037
446.2808,40.81998,57.31870,-138.39392
446.3320,36.54176,56.28343,-141.66890
446.3838,33.26222,55.59837,-144.28165
446.4364,33.31278,55.09608,-145.01460
446.4882,32.81012,55.34860,-147.40797
446.5411,31.27921,56.31365,-148.40695
446.5967,32.01575,57.29073,-147.16080
446.6446,33.28571,58.26241,-145.23051
446.6959,34.63678,59.32479,-144.30324
446.7483,32.47281,58.97562,-147.01270
446.8005,30.80360,58.40002,-149.45952
446.8520,30.63928,58.25088,-150.00896
446.9039,31.83645,58.76989,-150.23033
446.9574,32.03588,58.06935,-151.91675
447.0112,31.27997,58.92634,-151.60031
447.0636,33.66486,59.06680,-147.93800
447.1120,34.48496,57.29434,-145.50404
447.1638,36.19540,56.23729,-143.41919
447.2153,35.73550,55.89750,-143.44456
447.2685,35.08586,55.08575,-143.69875
447.3195,33.44645,54.47625,-144.61723
447.3723,32.59741,53.70375,-143.56677
447.4237,33.10464,53.95641,-142.52249
447.4759,31.71146,54.12225,-145.89793
447.5287,31.03796,54.96479,-145.54514
447.5799,33.40944,55.35113,-142.73242
447.6322,33.70618,56.00706,-142.00751
447.6835,33.52075,56.29695,-143.40237
447.7352,32.17984,55.36559,-146.69377
447.7888,30.66823,54.44167,-148.88220
447.8399,31.80271,54.98716,-147.37733
447.8922,32.12309,55.37802,-147.02498
447.9458,32.85068,54.62382,-146.58913
447.9962,33.69524,55.52382,-147.04961
448.0479,34.80747,57.80284,-144.47139
