"1";"gyro_xout";"gyro_yout";"gyro_zout";"accel_xout";"accel_yout";"accel_zout"
"4382";"264";"-946";"4452";"-564";"-8148";"15172"
"4383";"409";"-1142";"3849";"-392";"-6712";"13428"
"4384";"2872";"40";"1889";"-788";"-7588";"14728"
"4385";"4576";"134";"1030";"-552";"-6720";"15400"
"4386";"4082";"-494";"-573";"-292";"-5488";"12852"
"4387";"1888";"-7";"-1167";"-1096";"-4804";"14836"
"4388";"64";"705";"-2504";"4";"-5588";"14668"
"4389";"-2622";"-620";"-808";"-1708";"-5000";"12880"
"4390";"-3117";"-676";"-199";"-364";"-4616";"15664"
"4391";"-1236";"1777";"-2285";"236";"-5928";"14616"
"4392";"-572";"208";"-1866";"-1808";"-7640";"14560"
"4393";"90";"94";"-126";"-1948";"-8360";"15440"
"4394";"896";"324";"1339";"-368";"-7784";"14156"
"4395";"986";"526";"857";"140";"-6916";"13264"
"4396";"637";"1008";"-54";"-684";"-6632";"15196"
"4397";"2233";"2046";"-2296";"184";"-4352";"14884"
"4398";"3084";"2138";"-1582";"-776";"-5152";"15824"
"4399";"1569";"2095";"-448";"-1448";"-5220";"16760"
"4400";"3024";"2429";"-1322";"720";"-5876";"13052"
"4401";"-1726";"2293";"-3440";"-1776";"-5764";"15912"
"4402";"-3509";"336";"-807";"-2392";"-6048";"13972"
"4403";"-3732";"430";"-1033";"-380";"-6232";"14872"
"4404";"-2803";"-1535";"377";"-1568";"-6284";"14416"
"4405";"-596";"-521";"1880";"-1488";"-7864";"14136"
"4406";"-45";"-1949";"4098";"876";"-7488";"13988"
"4407";"3902";"-3192";"6757";"-4080";"-8372";"15708"
"4408";"1924";"-3911";"7318";"-1452";"-7408";"12636"
"4409";"1304";"-230";"3132";"2628";"-7168";"14936"
"4410";"92";"-126";"2090";"864";"-6936";"14560"
"4411";"-1532";"562";"1575";"832";"-5236";"18672"
"4412";"805";"719";"1166";"-892";"-5816";"16320"
"4413";"2663";"966";"401";"1072";"-5432";"16496"
"4414";"3241";"-637";"695";"-216";"-5660";"14504"
"4415";"1131";"-1011";"1090";"-2312";"-6912";"13548"
"4416";"1956";"445";"1388";"168";"-5540";"13828"
"4417";"6";"276";"-587";"1120";"-5924";"17416"
"4418";"776";"182";"-845";"-424";"-2684";"13352"
"4419";"-1155";"-825";"434";"-1280";"-4164";"13308"
"4420";"-4213";"-745";"-1208";"712";"-4416";"14852"
"4421";"-2776";"238";"2215";"-172";"-6268";"15352"
"4422";"1174";"-1143";"4733";"-44";"-6644";"13680"
"4423";"0";"-1262";"1253";"1292";"-7264";"13364"
"4424";"-1299";"902";"-2171";"192";"-7576";"14980"
"4425";"1348";"1334";"-873";"-688";"-6804";"13672"
"4426";"1300";"1033";"-438";"-432";"-6464";"14108"
"4427";"987";"916";"-511";"-544";"-6172";"13644"
"4428";"-232";"1886";"-703";"-652";"-5436";"15176"
"4429";"408";"955";"2167";"-1428";"-6188";"14544"
"4430";"631";"995";"-949";"-1156";"-6320";"14692"
"4431";"1764";"2116";"-1881";"-28";"-5752";"15268"
"4432";"1723";"1025";"-4429";"-1228";"-6160";"14352"
"4433";"2672";"1274";"-3225";"-2868";"-6764";"14796"
"4434";"3304";"1453";"-1576";"-1932";"-5740";"14512"
"4435";"1576";"1258";"-2557";"-472";"-5520";"13980"
"4436";"-336";"-243";"-1010";"-2312";"-4684";"16424"
"4437";"164";"133";"2";"-1668";"-3712";"15408"
"4438";"-1359";"203";"-101";"-320";"-3800";"15100"
"4439";"-2157";"201";"-606";"-888";"-3932";"14436"
"4440";"-2787";"1592";"-65";"-1840";"-5556";"15324"
"4441";"-2402";"663";"2079";"-1376";"-7592";"14604"
"4442";"-1469";"782";"-94";"164";"-8288";"14320"
"4443";"321";"354";"436";"-3140";"-8732";"16240"
"4444";"856";"-196";"1216";"-432";"-6532";"13548"
"4445";"-1313";"315";"1235";"-2216";"-6068";"13960"
"4446";"-653";"-761";"2121";"-1956";"-6492";"15844"
"4447";"1809";"-721";"3859";"-1752";"-6324";"14200"
"4448";"2059";"-133";"2855";"-224";"-6564";"15676"
"4449";"1697";"1579";"-1757";"544";"-6792";"12716"
"4450";"879";"778";"-2270";"-1352";"-7204";"14088"
"4451";"1889";"-1624";"3802";"-3672";"-6428";"13444"
"4452";"-292";"-2789";"5729";"-1328";"-5896";"14956"
"4453";"963";"-938";"3396";"1616";"-4320";"15940"
"4454";"-517";"-674";"767";"1776";"-4208";"13864"
"4455";"-2071";"-1158";"831";"-1332";"-5240";"16404"
"4456";"367";"-1735";"3654";"684";"-5772";"13696"
"4457";"348";"-744";"5628";"540";"-6728";"15348"
"4458";"844";"-1296";"5387";"1016";"-6864";"15048"
"4459";"142";"-1113";"4601";"700";"-7708";"14572"
"4460";"-139";"-472";"2750";"200";"-6512";"14528"
"4461";"21";"-799";"2915";"-96";"-5948";"13896"
"4462";"-89";"-472";"2642";"-372";"-5320";"15924"
"4463";"1201";"-1626";"2545";"560";"-5364";"14176"
"4464";"1444";"-556";"2487";"-708";"-6608";"15328"
"4465";"3164";"-877";"3489";"-472";"-5840";"15112"
"4466";"3769";"-255";"167";"264";"-5012";"17208"
"4467";"7824";"375";"7";"-404";"-4232";"18340"
"4468";"4643";"-636";"1074";"-728";"-552";"12304"
"4469";"-308";"161";"2469";"1032";"2120";"10208"
"4470";"-5969";"1223";"721";"-988";"-200";"15820"
"4471";"-8174";"1929";"-486";"-1812";"-5172";"19908"
"4472";"-2956";"1271";"-201";"-272";"-5776";"14196"
"4473";"-4300";"-424";"2221";"-2772";"-6712";"17076"
"4474";"-647";"181";"3884";"-436";"-5916";"16044"
"4475";"-208";"370";"2650";"-804";"-5632";"14248"
"4476";"-821";"217";"468";"-872";"-7112";"14964"
"4477";"-897";"430";"-2039";"-1640";"-6756";"13248"
"4478";"-1082";"244";"478";"-1400";"-6720";"14484"
"4479";"-1559";"49";"-2597";"-192";"-7276";"14560"
"4480";"237";"643";"-3806";"-800";"-7300";"13524"
"4481";"-322";"35";"-1912";"-1924";"-7496";"14304"
"4482";"301";"268";"157";"-916";"-7512";"13512"
"4483";"-436";"912";"216";"-228";"-7356";"14620"
"4484";"-137";"1302";"-74";"-348";"-8680";"14900"
"4485";"-82";"1528";"62";"-1248";"-7320";"14292"
"4486";"1079";"1167";"-230";"-952";"-7140";"14688"
"4487";"389";"714";"-269";"-280";"-5844";"11416"
"4488";"-690";"905";"-129";"-1020";"-8384";"16244"
"4489";"-136";"384";"-180";"-124";"-6192";"13048"
"4490";"-459";"181";"-392";"-408";"-7860";"16548"
"4491";"-866";"350";"-598";"28";"-8344";"13640"
"4492";"-909";"-783";"1227";"-1720";"-8380";"15068"
"4493";"763";"-1729";"4542";"-220";"-7532";"13676"
"4494";"-100";"-1228";"4443";"-584";"-8316";"13116"
"4495";"7";"-901";"4244";"12";"-7304";"13596"
"4496";"113";"-1927";"4721";"-580";"-7120";"15104"
"4497";"834";"-2022";"4375";"1016";"-7068";"13076"
"4498";"-729";"-937";"2270";"-712";"-7908";"14836"
"4499";"-40";"-934";"2006";"8";"-7812";"13464"
"4500";"-1292";"-742";"1075";"948";"-7956";"13488"
"4501";"-954";"-359";"-90";"432";"-8316";"11664"
"4502";"-1122";"-346";"69";"232";"-8396";"13788"
"4503";"-678";"-276";"2555";"-796";"-9600";"11712"
"4504";"1460";"1492";"121";"1528";"-8476";"16316"
"4505";"286";"137";"1207";"-1552";"-7404";"11900"
"4506";"1044";"-49";"2512";"-952";"-8576";"13848"
"4507";"1286";"-913";"2391";"-60";"-3920";"8640"
"4508";"-980";"747";"648";"-1280";"-12116";"21576"
"4509";"2155";"518";"-86";"1648";"-4188";"9804"
"4510";"-2865";"1161";"-3445";"-2480";"-11856";"18432"
"4511";"1548";"112";"-621";"328";"-6976";"10860"
"4512";"1306";"-959";"-512";"-420";"-8664";"13796"
"4513";"1499";"-1388";"1935";"-1004";"-9292";"13260"
"4514";"2156";"411";"2439";"-116";"-8096";"10768"
"4515";"813";"-112";"2792";"-628";"-8008";"15568"
"4516";"1881";"1151";"-95";"128";"-8104";"15012"
"4517";"1006";"-335";"710";"-488";"-5152";"13684"
"4518";"254";"987";"-2500";"680";"-7528";"14408"
"4519";"-958";"2917";"-3288";"-3044";"-6888";"17212"
"4520";"750";"1371";"-2099";"1392";"-6064";"10280"
"4521";"-3885";"2228";"-2681";"-2872";"-8052";"17132"
"4522";"-8050";"1032";"-3348";"-1708";"-13784";"25676"
"4523";"8097";"2444";"-1603";"-1064";"-4464";"9876"
"4524";"1965";"-186";"-2255";"-1036";"-6788";"13572"
"4525";"1728";"2249";"-1957";"-1336";"-7636";"15936"
"4526";"1352";"1309";"1110";"-904";"-4636";"12844"
"4527";"-2332";"158";"1931";"-2320";"-6848";"15200"
"4528";"-159";"1225";"2722";"-1656";"-6700";"16564"
"4529";"1118";"-978";"4862";"-1848";"-6560";"12304"
"4530";"-66";"-788";"1997";"-1432";"-6952";"14804"
"4531";"1599";"637";"234";"-436";"-5672";"15360"
"4532";"613";"729";"277";"-696";"-5424";"11404"
"4533";"-370";"-690";"1442";"-980";"-6476";"14464"
"4534";"-3362";"-1509";"1515";"1452";"-9632";"25236"
"4535";"-2467";"952";"-1494";"-592";"-4160";"13892"
"4536";"-2100";"957";"147";"-1328";"-7348";"15372"
"4537";"-211";"965";"871";"-2260";"-8428";"14608"
"4538";"1020";"-232";"1313";"-1024";"-8036";"13748"
"4539";"130";"-730";"2455";"-2656";"-8844";"15080"
"4540";"-629";"25";"2553";"-460";"-6120";"13024"
"4541";"48";"676";"421";"-1272";"-6840";"13408"
"4542";"540";"-295";"1702";"-412";"-8052";"16292"
"4543";"1859";"-498";"1562";"-1244";"-7452";"13720"
"4544";"45";"71";"-1238";"-112";"-7824";"14444"
"4545";"700";"-1199";"614";"-1840";"-6904";"13300"
"4546";"-1778";"-1230";"578";"-1116";"-8300";"16988"
"4547";"-1078";"444";"-2076";"1312";"-5768";"11500"
"4548";"-2357";"1516";"-3236";"-760";"-9240";"16956"
"4549";"939";"1203";"-1703";"-1968";"-9024";"14132"
"4550";"1314";"1307";"969";"-1532";"-8444";"14240"
"4551";"623";"811";"2167";"-2052";"-7752";"13372"
"4552";"316";"479";"2721";"-1676";"-7136";"12348"
"4553";"1131";"-1106";"4517";"-3248";"-7016";"13968"
"4554";"301";"-565";"1684";"-2676";"-9956";"15768"
"4555";"791";"-350";"-364";"-456";"-7204";"13716"
"4556";"858";"-791";"-578";"-1052";"-6864";"13680"
"4557";"-1163";"-788";"-218";"-1096";"-7208";"14272"
"4558";"-1546";"-253";"-543";"956";"-6628";"13852"
"4559";"-1918";"950";"-1549";"-1644";"-7528";"15992"
"4560";"1369";"673";"-488";"468";"-7896";"13620"
"4561";"-555";"490";"575";"-616";"-8372";"15560"
"4562";"-1144";"758";"2026";"-1388";"-6984";"15636"
"4563";"-986";"946";"978";"-1284";"-7132";"13488"
"4564";"495";"-326";"2737";"-2004";"-8364";"15964"
"4565";"1955";"629";"496";"-1220";"-8160";"13964"
"4566";"-40";"-652";"-960";"-84";"-7120";"13976"
"4567";"-1797";"-809";"-895";"-2380";"-8472";"15512"
"4568";"-2690";"-1009";"-3476";"-12";"-7080";"13080"
"4569";"-515";"656";"-3625";"-444";"-7496";"15080"
"4570";"64";"399";"-1118";"-1660";"-8320";"13624"
"4571";"631";"-169";"1759";"-772";"-7784";"14052"
"4572";"875";"688";"1214";"-404";"-8052";"13552"
"4573";"835";"1682";"626";"-1280";"-7656";"12128"
"4574";"1366";"521";"2249";"-980";"-5932";"13200"
"4575";"964";"592";"2036";"-1008";"-8484";"15280"
"4576";"575";"678";"189";"84";"-8164";"13892"
"4577";"13";"-33";"80";"-824";"-8372";"12848"
"4578";"-1303";"-573";"-1774";"1148";"-6936";"12288"
"4579";"-1201";"1202";"-3886";"-1420";"-7852";"15364"
"4580";"-118";"67";"-1713";"352";"-8372";"13580"
"4581";"1671";"386";"-759";"-1380";"-8720";"15220"
"4582";"1644";"1110";"830";"-576";"-6376";"10956"
"4583";"467";"1206";"1029";"-544";"-7776";"14944"
"4584";"626";"273";"3771";"-2604";"-7576";"13048"
"4585";"1896";"318";"2920";"-76";"-7300";"12892"
"4586";"-466";"273";"270";"264";"-7836";"13632"
"4587";"-1427";"22";"-1523";"-436";"-7396";"13700"
"4588";"-1776";"412";"-2208";"-868";"-9176";"14852"
"4589";"-499";"756";"-2210";"-80";"-8152";"12744"
"4590";"677";"234";"-2284";"-844";"-8132";"14960"
"4591";"317";"215";"215";"-820";"-8636";"12560"
"4592";"-340";"1430";"3";"92";"-7808";"13860"
"4593";"157";"308";"2320";"-2024";"-7088";"12456"
"4594";"1500";"212";"3255";"-484";"-8056";"15912"
"4595";"699";"-83";"2645";"-1332";"-7316";"13160"
"4596";"-165";"-170";"-93";"440";"-8112";"13740"
"4597";"-1369";"-155";"-2823";"-732";"-7876";"11872"
"4598";"-174";"525";"-4255";"-692";"-8536";"14944"
"4599";"1146";"1225";"-2896";"-360";"-7592";"14500"
"4600";"844";"907";"234";"-876";"-7316";"11500"
"4601";"137";"606";"2598";"-1672";"-10132";"15064"
"4602";"1085";"1613";"2525";"868";"-6896";"11416"
"4603";"-683";"911";"1562";"-936";"-7792";"15360"
"4604";"958";"1014";"611";"-1284";"-8520";"15172"
"4605";"-128";"-1151";"43";"-264";"-6156";"12748"
"4606";"106";"-692";"362";"-1836";"-8100";"15740"
"4607";"-481";"371";"-777";"2420";"-7332";"11088"
"4608";"1010";"1421";"-3293";"-988";"-9200";"17496"
"4609";"910";"-317";"-80";"184";"-5760";"10568"
"4610";"885";"692";"367";"-224";"-10372";"16488"
"4611";"599";"1218";"1190";"-292";"-8068";"12544"
"4612";"-544";"273";"1389";"-292";"-7720";"15680"
"4613";"4108";"1302";"861";"-1408";"-8916";"12240"
"4614";"1504";"-139";"769";"-340";"-3996";"10180"
"4615";"-1576";"1007";"-1292";"184";"-10472";"16692"
"4616";"-925";"-240";"-593";"96";"-8268";"14804"
"4617";"-1309";"982";"-2436";"-32";"-6876";"15972"
"4618";"-535";"76";"-100";"-652";"-9420";"16436"
"4619";"-443";"545";"1772";"-1192";"-6024";"11832"
"4620";"-344";"528";"2163";"-2400";"-9076";"17244"
"4621";"2349";"385";"1938";"108";"-6624";"12468"
"4622";"-917";"-1000";"862";"116";"-7300";"15960"
"4623";"100";"-247";"519";"-680";"-7900";"11732"
"4624";"-2925";"4";"-2017";"-148";"-9296";"16004"
"4625";"66";"1";"-946";"-712";"-8024";"13712"
"4626";"1444";"395";"-1471";"1256";"-8528";"13340"
"4627";"1380";"1204";"-805";"-1520";"-8844";"11536"
"4628";"416";"657";"1392";"-856";"-9328";"14996"
"4629";"1223";"1649";"1637";"-1640";"-7712";"11632"
"4630";"4224";"2749";"1948";"2404";"-7788";"17072"
"4631";"-5531";"444";"458";"-1192";"-9520";"9668"
"4632";"10766";"4122";"551";"-2512";"-9016";"9704"
"4633";"3869";"-251";"83";"112";"-2908";"1540"
"4634";"-1297";"-1852";"249";"-220";"-10792";"16648"
"4635";"1235";"522";"-1012";"-744";"-9568";"10276"
"4636";"380";"-1616";"288";"-1240";"132";"16100"
"4637";"3638";"2656";"-438";"228";"-8672";"7456"
"4638";"-1879";"-60";"2076";"-540";"-8652";"11424"
"4639";"10176";"3430";"1083";"-3164";"-11148";"10872"
"4640";"1435";"-1293";"1189";"288";"-3692";"9244"
"4641";"-1662";"2132";"-2364";"-620";"-9940";"16740"
"4642";"-2498";"-575";"-2913";"-616";"-5964";"10796"
"4643";"1234";"338";"-1390";"-1080";"-9584";"15852"
"4644";"309";"-1150";"3661";"-2208";"-7892";"11976"
"4645";"445";"1366";"667";"756";"-8964";"13964"
"4646";"1930";"1420";"670";"384";"-5604";"12740"
"4647";"3355";"212";"1522";"-1868";"-7736";"14632"
"4648";"799";"388";"1400";"-1616";"-7356";"12256"
"4649";"-2502";"-584";"-1889";"948";"-7656";"15692"
"4650";"-1178";"-63";"-1967";"-528";"-7932";"15280"
"4651";"-1222";"-140";"-2383";"-400";"-7308";"15288"
"4652";"3032";"620";"12";"-1448";"-5416";"10636"
"4653";"-584";"977";"716";"-224";"-8780";"14856"
"4654";"2662";"851";"1800";"-1272";"-8824";"13824"
"4655";"1428";"-202";"129";"320";"-4944";"18316"
"4656";"410";"-550";"137";"-1956";"-7544";"10488"
"4657";"-3525";"-122";"784";"-1300";"-9728";"14956"
"4658";"-325";"317";"998";"164";"-7028";"13128"
"4659";"-190";"700";"252";"-24";"-5872";"12844"
"4660";"372";"119";"1080";"-3208";"-9000";"17016"
"4661";"-525";"278";"202";"-232";"-6156";"11788"
"4662";"2776";"584";"-1428";"224";"-7032";"12236"
"4663";"0";"148";"-1175";"-740";"-5956";"12156"
"4664";"42";"796";"-369";"-1036";"-7924";"13728"
"4665";"-502";"743";"-587";"-820";"-6764";"13392"
"4666";"-1354";"947";"-72";"-464";"-8632";"15688"
"4667";"-80";"1338";"-19";"-980";"-8952";"12624"
"4668";"1431";"803";"-89";"-800";"-7340";"15076"
"4669";"1255";"-90";"938";"-1164";"-6640";"11808"
"4670";"1780";"-501";"2747";"-788";"-7108";"16608"
"4671";"1072";"-111";"1188";"508";"448";"15800"
"4672";"1034";"-290";"431";"1916";"752";"17248"
"4673";"-1328";"1582";"-2220";"352";"-2320";"17624"
"4674";"2355";"547";"-3207";"-836";"1740";"19372"
"4675";"-1436";"-910";"-2173";"-3084";"-32";"14828"
"4676";"-1064";"-908";"-1494";"-164";"-352";"23928"
"4677";"2515";"383";"-1176";"-48";"-88";"16552"
"4678";"1507";"1619";"-4437";"4792";"-9028";"14612"
"4679";"-2034";"4339";"-4779";"-2332";"-7428";"16908"
"4680";"4130";"2642";"-1162";"-204";"-5528";"13432"
"4681";"2852";"3500";"-7220";"764";"-5360";"15592"
"4682";"1754";"1895";"-4006";"-2956";"-5092";"13396"
"4683";"-43";"-927";"-408";"-2012";"-4116";"14112"
"4684";"463";"-1236";"2296";"-2220";"-4736";"14328"
"4685";"-513";"-340";"2613";"-1700";"-5624";"16296"
"4686";"782";"748";"3049";"1688";"-4996";"15200"
"4687";"-345";"1550";"-3466";"1700";"-5116";"14692"
"4688";"605";"1442";"-4434";"-864";"-6504";"15760"
"4689";"274";"389";"-361";"-3732";"-5800";"13768"
"4690";"453";"196";"2521";"-1632";"-5708";"15500"
"4691";"875";"-119";"3199";"-1468";"-5848";"15768"
"4692";"2118";"-636";"3813";"-316";"-5532";"15568"
"4693";"1714";"-454";"2712";"-224";"-4924";"14960"
"4694";"1032";"-967";"3532";"-944";"-4500";"15556"
"4695";"977";"-693";"4196";"-468";"-4952";"14432"
"4696";"309";"111";"3187";"-232";"-4740";"14604"
"4697";"109";"626";"2256";"140";"-3852";"14632"
"4698";"-411";"-13";"3013";"-1164";"-3164";"14888"
"4699";"-2341";"131";"614";"332";"-4068";"14528"
"4700";"-5139";"-173";"-948";"568";"-5496";"14972"
"4701";"-6227";"1263";"-3753";"204";"-6236";"15504"
"4702";"-5692";"1259";"-1849";"-888";"-7592";"14392"
"4703";"-1867";"293";"-967";"576";"-9952";"14744"
"4704";"-3";"147";"478";"128";"-9200";"12760"
"4705";"1314";"-1855";"3892";"-556";"-9284";"12876"
"4706";"989";"-1601";"3175";"1056";"-9464";"12856"
"4707";"1530";"-79";"1593";"1004";"-8812";"12248"
"4708";"178";"32";"534";"1728";"-8784";"14080"
"4709";"349";"-295";"1106";"404";"-8420";"13232"
"4710";"-1190";"-1018";"1738";"-316";"-8572";"14684"
"4711";"672";"-1426";"2987";"-1084";"-8156";"12740"
"4712";"910";"-559";"3476";"732";"-8196";"13752"
"4713";"601";"-428";"2303";"836";"-8352";"13444"
"4714";"-117";"1007";"-447";"964";"-8812";"12848"
"4715";"2514";"2226";"-4298";"-196";"-7312";"15356"
"4716";"331";"1436";"-2558";"796";"-6940";"12828"
"4717";"573";"2278";"1345";"-2668";"-9808";"14896"
"4718";"1307";"559";"1682";"-1208";"-4792";"8548"
"4719";"-1876";"266";"-448";"-900";"-11248";"18432"
"4720";"-2797";"-551";"-858";"604";"-6580";"12632"
"4721";"-1149";"1502";"-4254";"1196";"-8796";"16160"
"4722";"1959";"2392";"-3921";"-788";"-9620";"12632"
"4723";"1384";"1315";"-1767";"-1456";"-7044";"9264"
"4724";"1804";"-163";"2804";"-1904";"-10672";"15868"
"4725";"516";"-130";"1366";"1620";"-8456";"11696"
"4726";"130";"312";"-1354";"4";"-9368";"14460"
"4727";"1165";"700";"-1938";"-664";"-8868";"13316"
"4728";"354";"756";"-1185";"380";"-8124";"13192"
"4729";"-423";"1398";"-812";"-460";"-7620";"12740"
"4730";"-34";"1137";"2554";"-1716";"-8224";"15068"
"4731";"1642";"1737";"-107";"1380";"-7120";"14184"
"4732";"695";"2806";"-2868";"-1220";"-9288";"15136"
"4733";"1517";"1601";"-3817";"-1368";"-7876";"13984"
"4734";"573";"340";"-2502";"-2604";"-4772";"16300"
"4735";"872";"1927";"-4044";"-2460";"-7516";"12276"
"4736";"465";"226";"-1025";"-2216";"-7332";"13212"
"4737";"540";"541";"37";"-1076";"-5128";"12556"
"4738";"-1272";"2698";"-2586";"1152";"-9188";"24220"
"4739";"3632";"3233";"-2166";"-2172";"-2332";"6600"
"4740";"-4419";"2491";"-2499";"-848";"-11016";"19324"
"4741";"1090";"1958";"-296";"-2852";"-9372";"14776"
"4742";"290";"-353";"1407";"-692";"-6952";"10644"
"4743";"-377";"1122";"260";"-1100";"-8884";"13704"
"4744";"682";"1290";"-1868";"-1172";"-8296";"15268"
"4745";"1620";"1878";"-1988";"-900";"-5972";"11796"
"4746";"884";"902";"-588";"-1840";"-7240";"15232"
"4747";"1739";"122";"1512";"-2580";"-8512";"13108"
"4748";"2993";"130";"109";"-168";"-7656";"12912"
"4749";"2685";"-365";"-1889";"-256";"-8008";"16884"
"4750";"1499";"807";"-3468";"-1916";"-6880";"14352"
"4751";"1208";"899";"-4976";"556";"-4960";"12940"
"4752";"-1572";"2018";"-5177";"-880";"-6576";"16508"
"4753";"-2827";"2563";"-4985";"-1904";"-5716";"13476"
"4754";"-2882";"2755";"-2973";"-1984";"-5516";"15596"
"4755";"-66";"1965";"-772";"-2884";"-8012";"14936"
"4756";"1102";"933";"11";"-820";"-8136";"12904"
"4757";"545";"-413";"389";"-4820";"-7912";"15660"
"4758";"-19";"399";"-1124";"68";"-6544";"13960"
"4759";"-928";"1520";"-283";"-1056";"-5992";"13672"
"4760";"-1131";"1780";"-405";"-640";"-6164";"15864"
"4761";"1258";"2277";"-3850";"-956";"-7752";"16808"
"4762";"2813";"458";"-4292";"-1680";"-7644";"14248"
"4763";"2135";"675";"-5346";"-688";"-6600";"14764"
"4764";"1384";"683";"-4330";"-384";"-5696";"15724"
"4765";"1611";"1178";"-3027";"-2308";"-5360";"14876"
"4766";"362";"457";"282";"-336";"-4344";"13524"
"4767";"-4756";"1098";"-637";"900";"-5668";"15136"
"4768";"-4137";"5089";"-3150";"908";"-6572";"14720"
"4769";"-1658";"3640";"-2923";"176";"-8520";"14860"
"4770";"2541";"2270";"32";"-1112";"-7576";"14436"
"4771";"3820";"1810";"1723";"-2068";"-7940";"14044"
"4772";"2783";"424";"3955";"-3716";"-5520";"12908"
"4773";"661";"-789";"4743";"144";"-6016";"14268"
"4774";"-2001";"-278";"3651";"-2556";"-4764";"13404"
"4775";"-918";"1708";"-1689";"2600";"-7812";"17228"
"4776";"1447";"-443";"-2284";"-256";"-6864";"14812"
"4777";"4160";"-158";"-3829";"-2136";"-6860";"14860"
"4778";"4318";"-970";"-1478";"-952";"-6008";"12440"
"4779";"1350";"-1302";"1537";"-4528";"-3644";"12948"
"4780";"54";"-661";"4357";"620";"-5376";"14444"
"4781";"-2173";"1837";"281";"2484";"-4104";"14164"
"4782";"-4286";"303";"-3748";"2716";"-5116";"12928"
"4783";"-4286";"2247";"-5827";"-1228";"-7000";"15032"
"4784";"-3304";"2874";"-996";"-2408";"-7380";"13932"
"4785";"-625";"463";"1601";"-2144";"-9196";"13796"
"4786";"3565";"-598";"4325";"-2392";"-8136";"14180"
"4787";"2145";"-868";"3008";"-1008";"-8244";"14232"
"4788";"1609";"-580";"2213";"-896";"-5484";"14260"
"4789";"268";"-293";"1939";"-536";"-5232";"12884"
"4790";"-2162";"320";"2190";"-156";"-6016";"14916"
"4791";"-1767";"2074";"-60";"916";"-3836";"19952"
"4792";"3205";"1408";"-1798";"212";"-7256";"11756"
"4793";"4934";"-1178";"-2124";"-76";"-7384";"18848"
"4794";"5430";"-1103";"-4193";"-2664";"-4808";"13808"
"4795";"9890";"-2683";"-814";"-704";"-3972";"19440"
"4796";"10474";"562";"-260";"-136";"616";"10560"
"4797";"2816";"108";"1959";"-1432";"2188";"14460"
"4798";"568";"-463";"5493";"2112";"804";"11984"
"4799";"-5814";"1225";"1468";"920";"1896";"14748"
"4800";"-4113";"2390";"907";"2556";"-3184";"17428"
"4801";"-4326";"2972";"-71";"-372";"-3144";"16008"
"4802";"-4755";"1427";"-2677";"-708";"-4948";"15644"
"4803";"-1469";"1141";"-1872";"-1672";"-5968";"15620"
"4804";"167";"-1201";"658";"-2428";"-4980";"14888"
"4805";"3622";"208";"1344";"-1028";"-5804";"14952"
"4806";"286";"468";"533";"164";"-4040";"13744"
"4807";"-722";"482";"2279";"-2692";"-3904";"14764"
"4808";"-2471";"219";"1385";"152";"-3320";"12504"
"4809";"895";"-1011";"3568";"-2320";"-6228";"19488"
"4810";"4468";"-1944";"275";"1200";"-5056";"12956"
"4811";"4226";"-1054";"-2332";"540";"-5456";"17392"
"4812";"1640";"-617";"-2345";"-1432";"-3188";"14412"
"4813";"-661";"-759";"-1774";"-628";"-4504";"15920"
"4814";"970";"319";"641";"-940";"-4328";"16204"
"4815";"594";"246";"2292";"1136";"-3116";"14552"
"4816";"-2046";"151";"453";"1264";"-2608";"14128"
"4817";"-3891";"2458";"-2582";"2096";"-4184";"15040"
"4818";"-5847";"3785";"-5503";"4";"-5740";"16760"
"4819";"-3287";"3043";"-2335";"-2372";"-8260";"15072"
"4820";"1686";"-1413";"3403";"-1956";"-7252";"16436"
"4821";"2307";"-1210";"2860";"-2240";"-6224";"12152"
"4822";"-622";"180";"-721";"1532";"-8544";"16200"
"4823";"430";"789";"-1645";"-1200";"-5676";"13376"
"4824";"-1095";"1358";"-1490";"-304";"-6560";"15552"
"4825";"-77";"698";"-778";"-956";"-6632";"14356"
"4826";"-854";"424";"1639";"-2508";"-5848";"14076"
"4827";"-1019";"-4";"1656";"-760";"-6724";"15556"
"4828";"-8";"-819";"535";"-1252";"-6816";"14636"
"4829";"-86";"-318";"-478";"-1304";"-7272";"16716"
"4830";"2082";"345";"-2729";"684";"-6880";"13820"
"4831";"3027";"530";"-2482";"-1088";"-6432";"14480"
"4832";"1345";"1135";"-1454";"344";"-6160";"12644"
"4833";"-163";"766";"-587";"-992";"-7112";"15584"
"4834";"146";"1572";"-658";"116";"-6116";"15240"
"4835";"750";"837";"1125";"-588";"-6244";"15168"
"4836";"-261";"508";"1458";"396";"-4640";"13560"
"4837";"-2854";"2039";"-2291";"1648";"-6008";"14324"
"4838";"135";"3880";"-3093";"168";"-6892";"15428"
"4839";"897";"428";"1630";"-3708";"-7116";"14704"
"4840";"870";"-1206";"5465";"236";"-6768";"13540"
"4841";"-610";"357";"1137";"-1884";"-7408";"16600"
"4842";"974";"32";"-1739";"2340";"-6996";"14608"
"4843";"1385";"1506";"-4648";"-416";"-6356";"13840"
"4844";"678";"219";"-791";"-3232";"-6660";"14580"
"4845";"-158";"1036";"-44";"688";"-5500";"14800"
"4846";"-1351";"1113";"-224";"-1768";"-6176";"14640"
"4847";"-1346";"-660";"1929";"-2700";"-5784";"15004"
